"network_code","network_name","list_type","stores","list_ids"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 8380-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19637-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13871-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 017 - Г.СПБ, МАРШАЛА ГОВОРОВА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 1082-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16778-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20768-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6793-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2536-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19354-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10435-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12933-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7877-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13276-ПЯТЕРОЧКА  ""","Top","1","2"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 8860-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13395-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18394-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2504-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 1101-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 1805-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" X127  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7098-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 640 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2024-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 528-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 5576-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 4230-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 4721-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""КОПЕЙКА-МОСКВА"" 514 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 5287-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19150-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 644-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 3486-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7544-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13674-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13980-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2381-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 873 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 183 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9865-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6641-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18917-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 22418-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7545-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2310-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 8880-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18136-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 534-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 191 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2280-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10880-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19034-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16415-ПЯТЁРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""КОПЕЙКА-МОСКВА"" 8615-Г. УЗЛОВАЯ, БЕКЛЕМИЩЕВА У  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13291-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 060 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" J005  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 3312-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12847-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6195-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО""АГРОТОРГ"" 17443-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12775-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9812-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2666-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9758-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6342-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2121-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2179-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11254-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7108-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20155-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 4349-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""КОПЕЙКА-М.О."" 8305-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2175-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2914-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 14377-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18211-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7229-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17679-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9708-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2146-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10656-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 15667-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 052 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 437 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20842-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9762-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6075-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12017-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""КОПЕЙКА-САРОВ"" 22413-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18899-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20107-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20229-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 8356-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16652-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19878-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19272-ПЯТЕРОЧКА  ""","Top","1","2"
"PYATEROCHKA","""ООО ""СИРИУС"" 18739-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18875-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 3789-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 202-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7147-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 884 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18756-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""КОПЕЙКА-МОСКВА"" 8122- ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 1787-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2648-ПЯТЕРОЧКА  ""","Top","1","2"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10291-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 22069-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 14518-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13988-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 14393-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6824-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18277-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9319-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11027-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19528-ПЯТЕРОЧКА 30TY ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 1400-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7336-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18476-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12305-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16413-ПЯТЁРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17414-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13480-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2351-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17886-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18957-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11178-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 15522-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6838-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6081-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10754-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9316-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 21028-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 042 - Г.СПБ, НАРОДНАЯ УЛ.  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 322-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7602-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 199 - Г.СПБ, ПУЛКОВСКОЕ Ш.,  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16213-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13645-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7060-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 4687-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9193-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 135 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 139 - Г.СПБ, ТУРКУ УЛ.,  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 21452-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 1062-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12777-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17096-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 14554-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7245-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 22162-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 1012-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20016-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7038-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 157-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 14354-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16918-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11854-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12938-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17538-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 5505-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 8716-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11232-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 647-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 21461-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17539-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18544-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 4546-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19882-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2869-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7100-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 14352-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17611-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 1482-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11766-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""КОПЕЙКА-М.О."" 8330-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 269 - Г.КИНГИСЕПП, К. МАРКСА У  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 4277-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 22322-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20539-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7615-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6131-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9028-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 22743-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18190-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2074-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 4174-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17244-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 8547-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 8579-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 4374-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16322-ПЯТЁРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 21884-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11952-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 22572-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 25872-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 4221-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 3737-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 4339-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2594-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 8430-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9434-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 186-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 016 - Г.СПБ, ИНДУСТРИАЛЬНЫЙ ПР  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19629-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 908 - Г.КИНГИСЕП, Б. ГРАЖДАНСК  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 172-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10678-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""КОПЕЙКА-САРОВ"" 20610-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18830-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 1428-ПЯТЕРОЧКА+  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18131-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 523 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9954-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 192 - Г.СПБ, НАСТАВНИКОВ ПР-Т,  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 21492-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18690-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20061-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 084-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 22312-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12149-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9526-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17142-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12734-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9830-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9643-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10344-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10679-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10398-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19303-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 487-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 14690-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19177-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 23795-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19971-ПЯТЕРОЧКА  ""","Top","1","1"
